iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,constraint_violation,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
68,20.347028017044067,-1637.4010694991593,432.4525963855049,-168.638392228918,-1993.2029897523948,"(0.0, 329660)",150.62067689739766,0.05,0.1927776336669922,4.106955528259277,0.02463813,0.03760579,-1737.2314896180158,0.0,329660,40000,16.204657316207886,0.07086359984866412,0.05759803400747903,-1639.135399578487,"(0.0, 41870)"
69,20.420576572418213,-1613.8349627163102,442.34659948299657,-117.92995489634221,-2061.915012554191,"(0.0, 325240)",193.37940566470104,0.05,0.17786717414855957,3.950165271759033,0.025047723,0.025826745,-1724.8918369278451,0.0,325240,40000,15.780243396759033,0.0683925411965578,0.06126554796842065,-1614.6734238565634,"(0.0, 41410)"
70,20.082973957061768,-1690.0707175950893,379.8419521090476,-266.5412235503055,-2093.333759920036,"(0.0, 339640)",178.43782015892288,0.05,0.1707606315612793,3.1975669860839844,0.024995243,0.030159319,-1721.4097249945696,0.0,339640,40000,15.138673067092896,0.04997861205934156,0.04407119076995069,-1669.0811497012046,"(0.0, 42330)"
71,19.493937969207764,-1588.890889824435,476.3653092355662,-148.99258104887573,-1984.8988826047646,"(0.0, 320680)",192.3873322896684,0.05,0.17311429977416992,3.2597270011901855,0.025154717,0.025647437,-1708.1578414775563,0.0,320680,40000,16.092303037643433,0.07671941620524242,0.0671894322027937,-1632.257683536015,"(0.0, 41560)"
72,19.624411582946777,-1587.5672501832753,456.6153545946778,-255.5138753481203,-2032.1007513429258,"(0.0, 320520)",188.3892219222163,0.05,0.14640378952026367,4.012238264083862,0.024693375,0.026438007,-1696.0987823481282,0.0,320520,40000,15.186148881912231,0.0715246529738422,0.06712187584233466,-1674.6896152482739,"(0.0, 42430)"
73,19.440528631210327,-1629.8585449299717,443.4660784760028,-310.52134475992176,-2126.8918207908237,"(0.5, 328680)",172.5514425797471,0.05,0.20363283157348633,3.523124933242798,0.025005896,0.034257304,-1689.4747586063127,0.5,328680,40000,16.51741647720337,0.0689517495622896,0.06133840460731795,-1630.4321926272664,"(0.0, 41380)"
74,19.46939253807068,-1569.7027579730668,495.4980379630831,-208.75277275963654,-2122.875903672022,"(0.0, 317920)",181.05370253022627,0.05,0.1578691005706787,3.092965841293335,0.02524749,0.02838069,-1677.4975585429881,0.0,317920,40000,16.398454427719116,0.07712631776463476,0.06991296467987564,-1596.7749027633454,"(0.0, 40570)"
75,19.86215376853943,-1575.7801882679498,469.4052143917793,-249.7005330273981,-2042.915801990364,"(0.0, 317980)",182.9996607905203,0.05,0.17639565467834473,2.8885674476623535,0.02503301,0.026779324,-1667.3258215154842,0.0,317980,40000,12.422431945800781,0.0774085769737677,0.06342210603297803,-1627.670867747511,"(0.0, 40940)"
76,20.48321294784546,-1549.3700104143397,490.69536274877396,218.8694600069355,-2079.379102013796,"(0.5, 314330)",154.93243819278763,0.05,0.1774272918701172,3.2446820735931396,0.024607405,0.028290693,-1655.53024040537,0.5,314330,40000,10.899247169494629,0.09728450712293205,0.08591381554842956,-1566.8646377215139,"(0.0, 39880)"
77,20.460242986679077,-1543.8363027387816,480.9806590403385,-152.9296818478542,-2212.6164233004015,"(0.0, 312100)",188.1898419157241,0.05,0.20287585258483887,2.7092878818511963,0.025044706,0.026588798,-1644.3608466387113,0.0,312100,40000,11.333117485046387,0.08103127048551698,0.07191328153283275,-1638.8309383279602,"(0.0, 41630)"
78,18.585471153259277,-1558.2807112032576,459.4087311144699,-216.26945666895597,-2182.945881545397,"(0.0, 315260)",174.6573460806508,0.05,0.14056730270385742,2.8517069816589355,0.024913425,0.029353794,-1635.7528330951661,0.0,315260,40000,11.36314868927002,0.0756114336902535,0.0681107852250739,-1637.6135052435054,"(0.0, 41380)"
